frame_index,time_seconds,num_hands,left_wrist_x,left_wrist_y,left_pinch_m,right_wrist_x,right_wrist_y,right_pinch_m
375,6.252527,2,0.208703,0.897523,0.078769,0.819468,0.610169,0.062640
376,6.269200,2,0.208497,0.893722,0.083981,0.818041,0.609609,0.064995
377,6.285873,2,0.206645,0.897136,0.079821,0.819079,0.610780,0.062196
378,6.302547,2,0.207197,0.893938,0.082143,0.817399,0.610304,0.060245
379,6.319220,2,0.206258,0.896014,0.076994,0.817562,0.609664,0.066940
380,6.335894,2,0.208090,0.891550,0.082523,0.817225,0.609941,0.060093
381,6.352567,2,0.207423,0.894687,0.077198,0.817835,0.608564,0.065205
382,6.369240,2,0.207912,0.890516,0.083439,0.817184,0.609492,0.058149
383,6.385914,2,0.207388,0.891660,0.082083,0.816696,0.607720,0.062216
384,6.402587,2,0.208355,0.889006,0.083397,0.817168,0.607773,0.062818
385,6.419261,2,0.208011,0.889755,0.082010,0.816384,0.606681,0.057311
386,6.435934,2,0.208089,0.889181,0.084243,0.815114,0.605990,0.057409
387,6.452607,2,0.207992,0.890442,0.083473,0.815140,0.605422,0.056955
388,6.469281,2,0.209147,0.892357,0.080503,0.813395,0.604016,0.057951
389,6.485954,2,0.209599,0.891975,0.081038,0.812754,0.604313,0.059018
390,6.502628,2,0.209215,0.893052,0.076846,0.811867,0.603066,0.057355
391,6.519301,2,0.209091,0.892110,0.078615,0.812001,0.602945,0.056180
392,6.535974,2,0.207585,0.892456,0.079458,0.811082,0.602426,0.057529
393,6.552648,2,0.208018,0.891865,0.079396,0.810952,0.602947,0.057073
